customer_id,active,churn_date
100210,1,
100211,1,
100212,0,2025-07-13
100213,1,
100214,1,
100215,1,
100216,1,
100217,0,2025-07-20
100218,1,
100219,1,
100220,1,
100221,1,
100222,0,2025-11-10
100223,1,
100224,1,
100225,0,2023-10-12
100226,1,
100227,1,
100228,1,
100229,0,2024-11-16
100230,0,2025-09-13
100231,1,
100232,1,
100233,1,
100234,1,
100235,0,2025-04-16
100236,1,
100237,1,
100238,1,
100239,1,
100240,0,2025-01-03
100241,0,2024-10-03
100242,1,
100243,1,
100244,1,
100245,1,
100246,0,2025-12-14
100247,1,
100248,1,
100249,1,
100250,1,
100251,1,
100252,1,
100253,1,
100254,1,
100255,1,
100256,1,
100257,1,
100258,0,2024-10-16
100259,1,
100260,0,2025-05-23
100261,1,
100262,0,2025-05-21
100263,1,
100264,1,
100265,0,2025-07-11
100266,1,
100267,1,
100268,0,2023-09-03
100269,1,
100270,1,
100271,1,
100272,1,
100273,1,
100274,1,
100275,1,
100276,0,2024-02-11
100277,0,2024-05-04
100278,0,2025-06-10
100279,1,
100280,1,
100281,0,2025-04-08
100282,0,2023-12-25
100283,1,
100284,1,
100285,1,
100286,1,
100287,1,
100288,1,
100289,0,2025-07-25
100290,1,
100291,0,2025-09-05
100292,1,
100293,1,
100294,0,2024-04-13
100295,1,
100296,1,
100297,1,
100298,1,
100299,1,
100300,1,
100301,1,
100302,1,
100303,1,
100304,1,
100305,1,
100306,1,
100307,1,
100308,1,
100309,0,2025-01-27
100310,1,
100311,0,2025-12-07
100312,1,
100313,1,
100314,1,
100315,0,2024-08-06
100316,1,
100317,1,
100318,1,
100319,0,2025-10-11
100320,1,
100321,1,
100322,1,
100323,1,
100324,1,
100325,1,
100326,0,2025-11-14
100327,1,
100328,1,
100329,0,2023-09-26
100330,1,
100331,1,
100332,1,
100333,0,2024-06-28
100334,1,
100335,1,
100336,1,
100337,1,
100338,0,2025-08-16
100339,1,
100340,1,
100341,1,
100342,0,2024-05-06
100343,0,2025-01-04
100344,1,
100345,0,2024-08-23
100346,1,
100347,1,
100348,1,
100349,1,
100350,1,
100351,1,
100352,0,2025-02-14
100353,1,
100354,1,
100355,1,
100356,1,
100357,1,
100358,1,
100359,0,2024-10-17
100360,1,
100361,0,2025-04-14
100362,1,
100363,1,
100364,1,
100365,1,
100366,1,
100367,1,
100368,0,2025-04-23
100369,1,
100370,1,
100371,1,
100372,0,2024-05-22
100373,0,2024-11-16
100374,1,
100375,1,
100376,1,
100377,1,
100378,1,
100379,0,2025-10-28
100380,1,
100381,1,
100382,0,2025-06-23
100383,1,
100384,1,
100385,1,
100386,0,2023-12-25
100387,1,
100388,1,
100389,1,
100390,1,
100391,0,2024-07-22
100392,0,2024-09-03
100393,1,
100394,1,
100395,1,
100396,1,
100397,1,
100398,1,
100399,1,
100400,1,
100401,0,2024-10-24
100402,1,
100403,1,
100404,1,
100405,0,2025-02-21
100406,1,
100407,1,
100408,1,
100409,1,
100410,0,2025-07-01
100411,0,2025-09-05
100412,1,
100413,1,
100414,1,
100415,1,
100416,1,
100417,1,
100418,1,
100419,1,
100420,0,2025-09-27
100421,1,
100422,1,
100423,1,
100424,1,
100425,1,
100426,1,
100427,1,
100428,1,
100429,1,
100430,0,2024-04-21
100431,1,
100432,1,
100433,1,
100434,1,
100435,1,
100436,1,
100437,1,
100438,1,
100439,1,
100440,1,
100441,1,
100442,1,
100443,0,2025-02-02
100444,1,
100445,0,2025-09-24
100446,1,
100447,1,
100448,1,
100449,1,
100450,1,
100451,1,
100452,0,2025-01-10
100453,1,
100454,1,
100455,1,
100456,1,
100457,1,
100458,1,
100459,1,
100460,1,
100461,1,
100462,1,
100463,1,
100464,1,
100465,1,
100466,1,
100467,1,
100468,1,
100469,1,
100470,0,2025-09-22
100471,1,
100472,1,
100473,1,
100474,1,
100475,1,
100476,1,
100477,1,
100478,1,
100479,1,
100480,1,
100481,0,2023-08-21
100482,1,
100483,1,
100484,0,2023-11-05
100485,1,
100486,0,2024-04-20
100487,1,
100488,1,
100489,0,2024-05-12
100490,1,
100491,1,
100492,1,
100493,1,
100494,1,
100495,1,
100496,1,
100497,1,
100498,1,
100499,1,
100500,1,
100501,1,
100502,1,
100503,1,
100504,1,
100505,1,
100506,0,2024-10-07
100507,1,
100508,1,
100509,1,
100510,1,
100511,1,
100512,1,
100513,0,2025-12-06
100514,1,
100515,1,
100516,1,
100517,1,
100518,1,
100519,1,
100520,1,
100521,1,
100522,1,
100523,1,
100524,1,
100525,1,
100526,1,
100527,1,
100528,1,
100529,1,
100530,1,
100531,1,
100532,1,
100533,1,
100534,1,
100535,0,2025-11-22
100536,1,
100537,1,
100538,1,
100539,1,
100540,1,
100541,1,
100542,0,2024-03-19
100543,1,
100544,1,
100545,1,
100546,1,
100547,0,2025-09-17
100548,1,
100549,1,
100550,1,
100551,0,2025-11-18
100552,1,
100553,1,
100554,0,2025-02-08
100555,1,
100556,1,
100557,1,
100558,0,2025-11-23
100559,1,
100560,1,
100561,1,
100562,1,
100563,1,
100564,0,2024-06-11
100565,1,
100566,1,
100567,1,
100568,0,2024-07-04
100569,1,
100570,0,2025-08-18
100571,1,
100572,1,
100573,1,
100574,1,
100575,1,
100576,1,
100577,1,
100578,1,
100579,1,
100580,1,
100581,0,2025-01-17
100582,1,
100583,0,2024-08-24
100584,1,
100585,1,
100586,1,
100587,1,
100588,1,
100589,1,
100590,1,
100591,0,2024-03-06
100592,1,
100593,1,
100594,1,
100595,1,
100596,1,
100597,1,
100598,1,
100599,1,
100600,0,2025-06-14
100601,1,
100602,1,
100603,1,
100604,1,
100605,1,
100606,0,2025-11-24
100607,0,2024-10-24
100608,1,
100609,1,
100610,1,
100611,0,2025-05-19
100612,0,2024-02-17
100613,1,
100614,1,
100615,1,
100616,1,
100617,1,
100618,1,
100619,1,
100620,1,
100621,1,
100622,1,
100623,1,
100624,1,
100625,1,
100626,1,
100627,1,
100628,1,
100629,1,
100630,1,
100631,1,
100632,1,
100633,1,
100634,1,
100635,1,
100636,1,
100637,1,
100638,0,2025-12-17
100639,1,
100640,0,2024-09-19
100641,1,
100642,1,
100643,1,
100644,1,
100645,0,2025-05-21
100646,1,
100647,1,
100648,1,
100649,1,
100650,1,
100651,1,
100652,1,
100653,1,
100654,1,
100655,0,2024-06-16
100656,1,
100657,1,
100658,1,
100659,1,
100660,0,2025-07-18
100661,1,
100662,0,2024-12-06
100663,1,
100664,1,
100665,1,
100666,1,
100667,1,
100668,1,
100669,1,
100670,1,
100671,1,
100672,0,2025-01-23
100673,0,2025-05-11
100674,0,2025-09-27
100675,0,2023-05-06
100676,1,
100677,1,
100678,1,
100679,1,
100680,1,
100681,0,2024-06-20
100682,1,
100683,0,2024-12-27
100684,1,
100685,1,
100686,1,
100687,1,
100688,1,
100689,1,
100690,1,
100691,1,
100692,1,
100693,0,2025-04-25
100694,1,
100695,1,
100696,1,
100697,1,
100698,1,
100699,1,
100700,1,
100701,1,
100702,1,
100703,0,2025-08-15
100704,0,2025-07-01
100705,1,
100706,1,
100707,1,
100708,1,
100709,0,2025-06-25
100710,1,
100711,1,
100712,1,
100713,1,
100714,1,
100715,1,
100716,1,
100717,1,
100718,1,
100719,1,
100720,0,2025-12-02
100721,1,
100722,0,2025-02-15
100723,1,
100724,1,
100725,0,2024-09-12
100726,0,2024-08-17
100727,0,2025-07-16
100728,0,2025-04-05
100729,1,
100730,0,2025-12-08
100731,1,
100732,1,
100733,1,
100734,1,
100735,0,2025-09-16
100736,1,
100737,1,
100738,1,
100739,1,
100740,1,
100741,1,
100742,1,
100743,1,
100744,0,2025-08-16
100745,1,
100746,1,
100747,1,
100748,1,
100749,1,
100750,1,
100751,1,
100752,1,
100753,1,
100754,1,
100755,0,2025-03-15
100756,1,
100757,1,
100758,1,
100759,0,2024-10-20
100760,0,2025-03-28
100761,0,2024-05-28
100762,1,
100763,1,
100764,1,
100765,1,
100766,1,
100767,0,2025-09-12
100768,1,
100769,1,
100770,0,2023-10-05
100771,1,
100772,1,
100773,1,
100774,1,
100775,1,
100776,1,
100777,1,
100778,1,
100779,1,
100780,0,2025-11-22
100781,1,
100782,1,
100783,1,
100784,1,
100785,1,
100786,1,
100787,1,
100788,1,
100789,1,
100790,1,
100791,1,
100792,1,
100793,0,2024-07-27
100794,1,
100795,1,
100796,1,
100797,1,
100798,1,
100799,1,
100800,1,
100801,1,
100802,1,
100803,1,
100804,1,
100805,1,
100806,1,
100807,1,
100808,0,2025-06-19
100809,1,
100810,1,
100811,1,
100812,1,
100813,1,
100814,1,
100815,1,
100816,1,
100817,1,
100818,1,
100819,1,
100820,1,
100821,1,
100822,1,
100823,1,
100824,1,
100825,1,
100826,1,
100827,1,
100828,1,
100829,1,
100830,1,
100831,1,
100832,0,2024-08-02
100833,0,2025-03-14
100834,1,
100835,1,
100836,1,
100837,1,
100838,1,
100839,1,
100840,1,
100841,1,
100842,1,
100843,1,
100844,1,
100845,1,
100846,0,2025-01-18
100847,1,
100848,1,
100849,1,
100850,1,
100851,1,
100852,1,
100853,1,
100854,1,
100855,1,
100856,1,
100857,1,
100858,0,2025-07-15
100859,1,
100860,1,
100861,1,
100862,0,2024-02-09
100863,1,
100864,1,
100865,0,2025-03-14
100866,0,2025-09-11
100867,1,
100868,0,2024-09-07
100869,1,
100870,1,
100871,1,
100872,1,
100873,0,2023-12-11
100874,1,
100875,1,
100876,1,
100877,1,
100878,1,
100879,0,2025-01-19
100880,0,2025-05-01
100881,1,
100882,1,
100883,1,
100884,1,
100885,0,2024-09-24
100886,1,
100887,1,
100888,1,
100889,1,
100890,1,
100891,1,
100892,1,
100893,0,2023-11-11
100894,1,
100895,1,
100896,0,2025-12-28
100897,0,2024-03-28
100898,1,
100899,1,
100900,1,
100901,1,
100902,1,
100903,1,
100904,1,
100905,1,
100906,1,
100907,0,2025-09-28
100908,0,2025-09-02
100909,1,
100910,1,
100911,1,
100912,0,2025-10-04
100913,0,2025-02-19
100914,1,
100915,0,2024-09-20
100916,1,
100917,1,
100918,1,
100919,1,
100920,0,2023-08-27
100921,1,
100922,1,
100923,1,
100924,1,
100925,1,
100926,1,
100927,0,2025-03-27
100928,1,
100929,1,
100930,1,
100931,1,
100932,1,
100933,1,
100934,1,
100935,0,2024-10-12
100936,0,2024-11-05
100937,1,
100938,1,
100939,1,
100940,1,
100941,0,2025-08-09
100942,1,
100943,1,
100944,1,
100945,1,
100946,0,2024-08-25
100947,1,
100948,0,2025-01-28
100949,0,2024-08-27
100950,1,
100951,1,
100952,1,
100953,0,2025-08-10
100954,0,2024-05-05
100955,0,2025-04-23
100956,1,
100957,1,
100958,1,
100959,1,
100960,1,
100961,0,2025-09-15
100962,0,2024-08-28
100963,1,
100964,1,
100965,1,
100966,1,
100967,1,
100968,1,
100969,1,
100970,1,
100971,1,
100972,1,
100973,0,2025-01-17
100974,1,
100975,1,
100976,1,
100977,1,
100978,1,
100979,1,
100980,1,
100981,0,2024-02-13
100982,0,2025-04-05
100983,1,
100984,1,
100985,1,
100986,1,
100987,1,
100988,1,
100989,0,2025-11-24
100990,1,
100991,1,
100992,1,
100993,1,
100994,0,2025-10-09
100995,1,
100996,1,
100997,1,
100998,1,
100999,1,
101000,1,
101001,1,
101002,1,
101003,1,
101004,1,
101005,1,
101006,1,
101007,0,2025-12-13
101008,1,
101009,1,
101010,1,
101011,1,
101012,1,
101013,1,
101014,1,
101015,1,
101016,1,
101017,1,
101018,0,2024-03-01
101019,1,
101020,0,2025-01-17
101021,1,
101022,1,
101023,1,
101024,1,
101025,0,2025-12-03
101026,0,2025-04-22
101027,1,
101028,0,2024-12-09
101029,1,
101030,1,
101031,1,
101032,1,
101033,1,
101034,1,
101035,0,2025-11-06
101036,1,
101037,1,
101038,1,
101039,1,
101040,0,2023-10-14
101041,1,
101042,1,
101043,1,
101044,0,2025-12-06
101045,0,2025-05-04
101046,0,2024-06-18
101047,0,2024-12-06
101048,1,
101049,1,
101050,1,
101051,0,2025-10-23
101052,1,
101053,0,2025-10-06
101054,0,2024-11-08
101055,0,2023-04-23
101056,1,
101057,0,2023-08-13
101058,1,
101059,1,
101060,1,
101061,1,
101062,1,
101063,1,
101064,1,
101065,1,
101066,1,
101067,1,
101068,1,
101069,1,
101070,1,
101071,1,
101072,0,2025-08-14
101073,1,
101074,0,2024-12-14
101075,1,
101076,1,
101077,1,
101078,1,
101079,1,
101080,0,2025-12-21
101081,1,
101082,1,
101083,1,
101084,1,
101085,1,
101086,0,2024-08-16
101087,1,
101088,0,2025-07-23
101089,1,
101090,1,
101091,1,
101092,0,2025-12-09
101093,1,
101094,1,
101095,1,
101096,1,
101097,1,
101098,1,
101099,1,
101100,1,
101101,0,2025-09-02
101102,0,2025-10-18
101103,0,2024-03-27
101104,1,
101105,1,
101106,1,
101107,1,
101108,1,
101109,1,
101110,1,
101111,0,2024-07-15
101112,1,
101113,1,
101114,1,
101115,1,
101116,1,
101117,1,
101118,1,
101119,1,
101120,1,
101121,1,
101122,1,
101123,0,2023-11-24
101124,1,
101125,1,
101126,1,
101127,1,
101128,1,
101129,0,2024-09-07
101130,1,
101131,1,
101132,1,
101133,1,
101134,0,2024-11-18
101135,0,2024-11-09
101136,1,
101137,0,2025-11-02
101138,1,
101139,0,2025-07-25
101140,0,2025-09-21
101141,1,
101142,1,
101143,0,2024-04-10
101144,1,
101145,1,
101146,1,
101147,1,
101148,1,
101149,1,
101150,0,2024-12-21
101151,0,2025-08-19
101152,1,
101153,1,
101154,1,
101155,1,
101156,1,
101157,1,
101158,1,
101159,1,
101160,0,2025-09-08
101161,1,
101162,0,2024-09-26
101163,1,
101164,1,
101165,1,
101166,1,
101167,1,
101168,1,
101169,1,
101170,0,2025-08-18
101171,0,2024-08-15
101172,0,2025-02-19
101173,1,
101174,1,
101175,1,
101176,0,2023-09-08
101177,1,
101178,1,
101179,0,2025-04-26
101180,1,
101181,0,2024-08-03
101182,1,
101183,1,
101184,1,
101185,1,
101186,1,
101187,1,
101188,1,
101189,1,
101190,1,
101191,1,
101192,1,
101193,1,
101194,0,2025-08-18
101195,1,
101196,1,
101197,1,
101198,1,
101199,1,
101200,1,
101201,1,
101202,1,
101203,1,
101204,1,
101205,1,
101206,1,
101207,1,
101208,1,
101209,1,
101210,1,
101211,1,
101212,1,
101213,0,2024-07-01
101214,1,
101215,0,2025-04-07
101216,1,
101217,1,
101218,1,
101219,1,
101220,1,
101221,1,
101222,1,
101223,1,
101224,0,2025-10-15
101225,1,
101226,1,
101227,0,2024-05-04
101228,0,2025-06-03
101229,1,
101230,1,
101231,1,
101232,1,
101233,0,2024-03-22
101234,1,
101235,1,
101236,0,2025-08-26
101237,1,
101238,1,
101239,1,
101240,1,
101241,1,
101242,0,2025-05-11
101243,1,
101244,1,
101245,1,
101246,1,
101247,1,
101248,1,
101249,1,
101250,1,
101251,1,
101252,1,
101253,1,
101254,1,
101255,1,
101256,1,
101257,1,
101258,0,2025-08-05
101259,1,
101260,1,
101261,0,2025-09-14
101262,1,
101263,1,
101264,1,
101265,1,
101266,0,2025-05-13
101267,1,
101268,1,
101269,1,
101270,1,
101271,0,2025-08-08
101272,1,
101273,0,2025-05-11
101274,0,2024-05-19
101275,1,
101276,0,2024-09-01
101277,1,
101278,1,
101279,1,
101280,1,
101281,1,
101282,1,
101283,1,
101284,1,
101285,1,
101286,0,2025-12-21
101287,0,2024-07-05
101288,1,
101289,1,
101290,1,
101291,1,
101292,0,2025-06-25
101293,1,
101294,1,
101295,1,
101296,1,
101297,1,
101298,1,
101299,0,2025-08-13
101300,0,2024-06-10
101301,0,2024-09-04
101302,1,
101303,0,2024-01-13
101304,0,2024-08-09
101305,1,
101306,1,
101307,1,
101308,1,
101309,1,
101310,1,
101311,0,2025-10-09
101312,0,2024-09-01
101313,1,
101314,0,2024-08-13
101315,1,
101316,1,
101317,1,
101318,0,2025-11-13
101319,0,2025-02-26
101320,1,
101321,0,2025-09-22
101322,0,2025-11-21
101323,1,
101324,1,
101325,1,
101326,1,
101327,1,
101328,0,2024-08-16
101329,1,
101330,0,2025-03-18
101331,0,2025-08-14
101332,1,
101333,0,2025-01-25
101334,0,2025-04-01
101335,1,
101336,0,2024-10-08
101337,0,2025-12-08
101338,1,
101339,1,
101340,1,
101341,1,
101342,1,
101343,1,
101344,1,
101345,1,
101346,0,2025-07-20
101347,1,
101348,1,
101349,1,
101350,1,
101351,1,
101352,0,2025-12-20
101353,1,
101354,0,2025-11-23
101355,1,
101356,1,
101357,1,
101358,1,
101359,1,
101360,1,
101361,1,
101362,1,
101363,1,
101364,1,
101365,0,2025-08-08
101366,1,
101367,1,
101368,1,
101369,1,
101370,0,2025-07-08
101371,0,2025-10-24
101372,1,
101373,1,
101374,1,
101375,1,
101376,1,
101377,1,
101378,1,
101379,1,
101380,0,2025-02-19
101381,1,
101382,0,2024-06-06
101383,1,
101384,0,2025-10-02
101385,1,
101386,1,
101387,1,
101388,1,
101389,1,
101390,1,
101391,1,
101392,0,2024-09-28
101393,1,
101394,1,
101395,1,
101396,1,
101397,1,
101398,1,
101399,1,
101400,1,
101401,1,
101402,1,
101403,1,
101404,0,2025-12-11
101405,0,2024-04-04
101406,1,
101407,1,
101408,1,
101409,1,
101410,0,2025-05-01
101411,1,
101412,1,
101413,1,
101414,0,2025-06-06
101415,1,
101416,1,
101417,0,2024-11-04
101418,1,
101419,1,
101420,1,
101421,0,2025-11-26
101422,1,
101423,1,
101424,0,2025-04-21
101425,1,
101426,1,
101427,1,
101428,0,2025-07-27
101429,1,
101430,0,2024-06-19
101431,1,
101432,1,
101433,0,2025-06-06
101434,1,
101435,1,
101436,1,
101437,1,
101438,1,
101439,1,
101440,1,
101441,1,
101442,1,
101443,0,2025-09-11
101444,1,
101445,1,
101446,1,
101447,1,
101448,1,
101449,1,
101450,1,
101451,0,2025-07-15
101452,1,
101453,1,
101454,0,2024-09-17
101455,1,
101456,1,
101457,1,
101458,1,
101459,1,
101460,1,
101461,1,
101462,1,
101463,1,
101464,1,
101465,1,
101466,1,
101467,1,
101468,1,
101469,0,2024-08-07
101470,1,
101471,1,
101472,1,
101473,1,
101474,1,
101475,1,
101476,1,
101477,1,
101478,1,
101479,1,
101480,1,
101481,1,
101482,1,
101483,1,
101484,1,
101485,1,
101486,1,
101487,1,
101488,1,
101489,1,
101490,0,2023-09-09
101491,0,2024-06-25
101492,0,2025-10-16
101493,1,
101494,1,
101495,1,
101496,1,
101497,1,
101498,1,
101499,1,
101500,1,
101501,1,
101502,1,
101503,1,
101504,1,
101505,0,2023-09-24
101506,1,
101507,1,
101508,1,
101509,1,
101510,1,
101511,1,
101512,1,
101513,1,
101514,1,
101515,1,
101516,0,2024-12-24
101517,0,2024-03-22
101518,0,2024-11-08
101519,1,
101520,1,
101521,1,
101522,0,2024-02-15
101523,1,
101524,1,
101525,1,
101526,1,
101527,0,2024-04-12
101528,1,
101529,1,
101530,1,
101531,1,
101532,1,
101533,1,
101534,1,
101535,1,
101536,1,
101537,1,
101538,1,
101539,1,
101540,1,
101541,1,
101542,1,
101543,1,
101544,1,
101545,1,
101546,0,2024-05-01
101547,1,
101548,0,2023-09-26
101549,0,2025-01-28
101550,1,
101551,1,
101552,1,
101553,1,
101554,0,2025-12-20
101555,0,2025-03-05
101556,0,2025-04-07
101557,0,2023-09-02
101558,0,2025-12-14
101559,1,
101560,1,
101561,0,2024-09-19
101562,0,2025-03-05
101563,0,2025-02-12
101564,1,
101565,1,
101566,1,
101567,1,
101568,0,2025-12-28
101569,0,2025-08-05
101570,1,
101571,1,
101572,1,
101573,1,
101574,1,
101575,1,
101576,1,
101577,1,
101578,0,2025-11-22
101579,1,
101580,1,
101581,1,
101582,1,
101583,0,2025-12-07
101584,1,
101585,1,
101586,0,2025-09-19
101587,1,
101588,1,
101589,1,
101590,1,
101591,1,
101592,1,
101593,1,
101594,1,
101595,0,2024-08-08
101596,0,2024-12-26
101597,1,
101598,0,2024-08-14
101599,0,2025-04-19
101600,1,
101601,1,
101602,1,
101603,0,2025-08-27
101604,1,
101605,1,
101606,1,
101607,1,
101608,1,
101609,0,2024-07-13
101610,0,2025-12-09
101611,0,2024-02-02
101612,0,2024-07-09
101613,1,
101614,0,2025-05-10
101615,1,
101616,1,
101617,1,
101618,1,
101619,1,
101620,1,
101621,1,
101622,1,
101623,0,2025-04-21
101624,0,2025-08-06
101625,1,
101626,1,
101627,0,2024-10-15
101628,1,
101629,1,
101630,1,
101631,1,
101632,1,
101633,1,
101634,1,
101635,0,2024-01-23
101636,1,
101637,0,2025-12-19
101638,1,
101639,1,
101640,1,
101641,1,
101642,1,
101643,1,
101644,1,
101645,1,
101646,0,2025-09-11
101647,1,
101648,1,
101649,1,
101650,1,
101651,1,
101652,0,2024-04-16
101653,1,
101654,1,
101655,1,
101656,1,
101657,1,
101658,1,
101659,1,
101660,1,
101661,0,2024-12-21
101662,1,
101663,0,2024-02-10
101664,0,2025-01-11
101665,1,
101666,1,
101667,1,
101668,0,2025-10-24
101669,1,
101670,1,
101671,1,
101672,1,
101673,1,
101674,1,
101675,1,
101676,1,
101677,1,
101678,1,
101679,1,
101680,0,2024-08-23
101681,0,2024-07-17
101682,1,
101683,1,
101684,1,
101685,1,
101686,1,
101687,1,
101688,0,2024-11-04
101689,1,
101690,0,2025-04-03
101691,1,
101692,1,
101693,1,
101694,1,
101695,1,
101696,1,
101697,0,2025-02-24
101698,1,
101699,1,
101700,0,2025-02-16
101701,1,
101702,1,
101703,1,
101704,0,2024-09-12
101705,1,
101706,1,
101707,1,
101708,1,
101709,1,
101710,1,
101711,1,
101712,1,
101713,1,
101714,1,
101715,1,
101716,1,
101717,1,
101718,0,2025-03-14
101719,1,
101720,1,
101721,1,
101722,1,
101723,1,
101724,1,
101725,0,2025-10-17
101726,1,
101727,0,2024-08-27
101728,0,2025-10-04
101729,0,2025-02-18
101730,1,
101731,1,
101732,1,
101733,0,2025-03-14
101734,0,2025-09-21
101735,0,2024-08-18
101736,1,
101737,1,
101738,1,
101739,0,2024-09-24
101740,0,2025-10-21
101741,0,2024-10-23
101742,1,
101743,1,
101744,1,
101745,1,
101746,1,
101747,1,
101748,0,2024-02-18
101749,0,2023-12-02
101750,0,2024-07-12
101751,1,
101752,1,
101753,0,2025-08-22
101754,0,2025-04-17
101755,1,
101756,1,
101757,0,2025-06-16
101758,1,
101759,1,
101760,1,
101761,1,
101762,1,
101763,1,
101764,1,
101765,0,2024-03-28
101766,1,
101767,0,2023-10-24
101768,1,
101769,1,
101770,1,
101771,1,
101772,1,
101773,1,
101774,1,
101775,0,2025-09-27
101776,1,
101777,1,
101778,1,
101779,0,2023-11-03
101780,1,
101781,1,
101782,1,
101783,1,
101784,0,2025-12-22
101785,0,2023-11-20
101786,1,
101787,1,
101788,0,2025-08-17
101789,1,
101790,0,2025-02-25
101791,1,
101792,1,
101793,1,
101794,1,
101795,1,
101796,0,2024-10-21
101797,1,
101798,1,
101799,1,
101800,1,
101801,1,
101802,1,
101803,1,
101804,1,
101805,0,2024-09-18
101806,1,
101807,0,2025-06-14
101808,1,
101809,0,2025-06-04
101810,1,
101811,1,
101812,1,
101813,1,
101814,0,2025-09-04
101815,1,
101816,1,
101817,1,
101818,1,
101819,1,
101820,1,
101821,1,
101822,1,
101823,1,
101824,1,
101825,1,
101826,1,
101827,1,
101828,1,
101829,1,
101830,0,2023-12-21
101831,1,
101832,1,
101833,1,
101834,1,
101835,1,
101836,1,
101837,1,
101838,1,
101839,1,
101840,0,2025-03-04
101841,1,
101842,1,
101843,1,
101844,0,2024-09-01
101845,1,
101846,1,
101847,0,2024-07-02
101848,0,2025-08-09
101849,1,
101850,1,
101851,1,
101852,1,
101853,1,
101854,1,
101855,0,2025-12-04
101856,1,
101857,1,
101858,1,
101859,0,2024-07-13
101860,1,
101861,1,
101862,1,
101863,1,
101864,1,
101865,1,
101866,1,
101867,1,
101868,1,
101869,1,
101870,0,2024-09-10
101871,1,
101872,1,
101873,1,
101874,1,
101875,1,
101876,1,
101877,1,
101878,1,
101879,1,
101880,1,
101881,0,2025-05-21
101882,1,
101883,1,
101884,0,2024-08-21
101885,1,
101886,0,2025-11-22
101887,1,
101888,1,
101889,1,
101890,1,
101891,1,
101892,1,
101893,0,2025-06-16
101894,1,
101895,0,2024-12-18
101896,0,2025-07-19
101897,1,
101898,1,
101899,0,2025-05-24
101900,1,
101901,1,
101902,1,
101903,0,2025-09-15
101904,1,
101905,1,
101906,1,
101907,0,2024-08-21
101908,0,2024-09-24
101909,1,
101910,1,
101911,1,
101912,1,
101913,1,
101914,0,2024-09-16
101915,1,
101916,0,2025-06-28
101917,1,
101918,1,
101919,1,
101920,1,
101921,1,
101922,1,
101923,1,
101924,1,
101925,0,2024-12-27
101926,1,
101927,1,
101928,0,2024-12-16
101929,1,
