customer_id,signup_date,industry,company_size,region,plan_type,acquisition_channel,lifetime_revenue,avg_monthly_revenue,total_refunds,total_upgrades,total_downgrades,months_billed,avg_monthly_logins,avg_active_days,avg_features_used,avg_session_minutes,last_month_logins,ticket_count,avg_resolution_hours,tickets_last_90_days,active,churn_date,churned,tenure_days,tenure_months,high_support_burden,customer_segment,rf_churn_prediction,rf_churn_probability
100011,2025-03-25,Retail,Small Business,West,Pro,Referral,1215.65,121.56500000000001,0,0,0,10,19.4,13.1,5.6,20.337,23,3,7.406666666666666,1,1,,0,281.0,9.231274638633376,0,1,1,0.5599894459261132
100012,2025-12-02,Finance,Small Business,South,Enterprise,Referral,595.83,595.83,0,0,0,1,28.0,23.0,7.0,19.51,28,1,7.79,1,1,,0,29.0,0.9526938239159001,0,2,0,0.15277248028694979
100013,2024-02-16,Professional Services,Small Business,West,Pro,Direct,3038.2,132.09565217391304,0,0,0,23,21.17391304347826,12.478260869565217,5.5,24.57913043478261,40,5,20.036,0,1,,0,684.0,22.470433639947437,0,0,0,0.37723187370581435
100014,2024-12-17,Manufacturing,Small Business,West,Pro,Paid Search,1717.51,132.11615384615385,0,0,1,13,17.076923076923077,10.923076923076923,6.538461538461538,25.950000000000003,26,4,19.72,0,1,,0,379.0,12.450722733245728,0,1,1,0.5870968540895122
100015,2023-03-20,Manufactoring,Enterprise,Midwest,Basic,Paid Search,7819.36,229.98117647058822,0,0,0,34,24.91176470588235,14.970588235294118,5.147058823529412,21.079117647058826,20,34,12.938235294117648,8,1,,0,1017.0,33.40998685939553,1,0,0,0.09397771110704409
100016,2023-07-01,Retail,Small Business,South,Pro,Referral,3630.4,121.01333333333334,0,1,1,30,23.2,15.866666666666667,5.551724137931035,23.506666666666668,12,7,9.942857142857141,2,1,,0,914.0,30.02628120893561,0,0,0,0.3203547056673063
100017,2025-05-06,Technology,Small Business,Northeast,Pro,Paid Search,1175.46,146.9325,0,0,0,8,24.875,14.375,6.571428571428571,21.982499999999998,25,1,27.98,0,1,,0,239.0,7.851511169513797,0,2,1,0.6058011730855968
100018,2025-05-27,Technology,Enterprise,South,Enterprise,Organic Search,20624.82,2578.1025,0,0,0,8,40.125,26.5,9.75,27.0325,51,2,13.45,2,1,,0,218.0,7.1616294349540075,0,3,0,0.0148426449601798
100019,2024-04-18,Retail,Mid-Market,Midwest,Basic,Organic Search,520.27,86.71166666666666,0,0,0,6,16.0,12.833333333333334,3.8333333333333335,20.506666666666668,0,1,27.06,0,0,2024-09-26,1,161.0,5.289093298291721,0,1,1,0.6800077486595116
100020,2025-09-29,Retail,Small Business,South,Basic,Partner,169.89,42.4725,0,0,0,4,5.75,2.5,4.25,20.69,8,2,10.280000000000001,1,1,,0,93.0,3.055190538764783,0,1,1,0.5600375679509824
100021,2023-07-04,Finance,Mid-Market,West,Pro,Paid Search,8011.88,267.06266666666664,0,2,0,30,24.766666666666666,15.9,6.733333333333333,26.293333333333333,12,10,19.255555555555553,0,1,,0,911.0,29.927726675427067,1,0,0,0.18335439603370232
100022,2024-02-12,Finance,Mid-Market,Northeast,Enterprise,Social,23222.21,1009.6613043478261,0,1,0,23,34.21739130434783,22.608695652173914,8.391304347826088,27.376956521739128,36,4,7.006666666666667,2,1,,0,688.0,22.601839684625492,0,3,0,0.017683750005338412
100023,2024-11-22,Education,Mid-Market,Northeast,Enterprise,Direct,11166.58,797.6128571428571,0,0,0,14,30.285714285714285,19.571428571428573,9.0,30.905714285714286,52,5,6.26,0,1,,0,404.0,13.272010512483574,0,2,0,0.040512402990682164
100024,2025-09-25,Manufacturing,Enterprise,West,Pro,Organic Search,2390.25,597.5625,0,0,0,4,28.75,20.25,8.5,32.8925,21,6,18.636666666666667,4,1,,0,97.0,3.1865965834428382,0,2,0,0.17719060838545359
100025,2025-08-07,Retail,Small Business,West,Basic,Organic Search,247.68,49.536,0,0,0,5,20.2,9.8,3.6,18.244,16,2,16.63,2,1,,0,146.0,4.7963206307490145,0,1,1,0.7175616783924345
100026,2023-06-06,Technology,Mid-Market,South,Basic,Paid Search,1503.13,100.20866666666667,0,0,0,15,21.533333333333335,12.266666666666667,5.533333333333333,19.344,0,6,14.815,0,0,2024-08-02,1,423.0,13.896189224704337,0,1,1,0.6559823224276512
100027,2025-11-03,Technology,Small Business,Midwest,Basic,Paid Search,110.32,55.16,0,0,0,2,16.0,8.0,2.5,24.169999999999998,30,1,3.94,1,1,,0,58.0,1.9053876478318001,0,1,0,0.3548523416116043
100028,2025-07-09,Healthcare,Enterprise,Midwest,Basic,Referral,1436.56,239.42666666666665,0,0,0,6,23.333333333333332,12.666666666666666,5.833333333333333,24.208333333333332,22,4,19.365,2,1,,0,175.0,5.7490144546649145,0,1,0,0.38036049476776856
100029,2023-01-25,Retail,Small Business,South,Enterprise,Referral,16679.21,463.31138888888887,0,0,0,36,28.083333333333332,16.805555555555557,7.942857142857143,28.371111111111112,21,5,16.008,0,1,,0,1071.0,35.183968462549274,0,2,0,0.1288348862448377
100030,2025-08-06,Finance,Small Business,West,Pro,Paid Search,710.06,142.012,0,0,0,5,23.8,20.0,5.0,25.131999999999998,29,0,0.0,0,1,,0,147.0,4.829172141918528,0,2,1,0.5677559189005947
100031,2025-10-02,Education,Mid-Market,West,Enterprise,Organic Search,2280.5,760.1666666666666,0,0,0,3,33.0,15.333333333333334,8.0,28.19666666666667,35,0,0.0,0,1,,0,90.0,2.9566360052562417,0,2,0,0.18203140399916828
100032,2024-08-04,Manufacturing,Small Business,Northeast,Pro,Referral,2121.1,124.77058823529411,0,0,0,17,22.176470588235293,13.941176470588236,7.294117647058823,28.806470588235292,26,9,22.247777777777777,2,1,,0,514.0,16.88567674113009,1,0,0,0.4872220663834067
100033,2024-04-24,Technology,Small Business,International,Pro,Organic Search,1935.05,148.85,0,0,0,13,25.0,15.692307692307692,5.538461538461538,24.015384615384615,0,1,4.04,0,0,2025-04-21,1,362.0,11.892247043363994,0,2,1,0.5667238079371524
100034,2023-07-02,Healthcare,Small Business,Midwest,Basic,Paid Search,1165.67,52.98500000000001,0,0,1,22,19.136363636363637,11.909090909090908,3.1363636363636362,20.024545454545457,0,17,17.068823529411766,0,0,2025-04-06,1,644.0,21.156373193166885,1,0,1,0.5991338985694178
100035,2025-05-03,Healthcare,Enterprise,Midwest,Pro,Social,5045.74,630.7175,0,0,0,8,33.875,21.0,8.25,30.208750000000002,30,7,13.662857142857144,3,1,,0,242.0,7.9500657030223385,0,2,0,0.04488392563015567
100036,2025-02-16,Retail,Small Business,South,Pro,Social,1257.04,114.27636363636363,0,0,0,11,21.636363636363637,14.454545454545455,5.7272727272727275,23.252727272727274,15,6,17.308333333333334,2,1,,0,318.0,10.446780551905388,0,1,1,0.541444782658156
100037,2023-03-31,Manufacturing,Mid-Market,Midwest,Basic,Direct,3087.35,90.80441176470588,0,0,0,34,22.235294117647058,14.647058823529411,4.852941176470588,21.52529411764706,18,19,16.142222222222223,2,1,,0,1006.0,33.04862023653088,1,0,0,0.24275244322258321
100038,2025-12-15,Technology,Mid-Market,South,Enterprise,Partner,877.89,877.89,0,0,0,1,30.0,30.0,8.0,21.67,30,1,1.63,1,1,,0,16.0,0.5256241787122208,0,2,0,0.08745992581969031
100039,2025-09-25,Healthcare,Small Business,West,Basic,Paid Search,210.54,52.635,0,0,0,4,11.25,10.0,4.25,17.11,8,0,0.0,0,1,,0,97.0,3.1865965834428382,0,1,1,0.7008989678685917
100040,2023-03-08,Retail,Enterprise,South,Basic,Referral,7284.25,214.24264705882354,25,1,1,34,23.264705882352942,15.441176470588236,5.852941176470588,25.092058823529413,30,33,14.682727272727274,2,1,,0,1029.0,33.8042049934297,1,0,0,0.06027572682754015
100041,2023-01-31,Professional Services,Mid-Market,West,Basic,Partner,3325.35,92.37083333333334,0,0,0,36,19.38888888888889,11.555555555555555,4.388888888888889,20.264722222222222,17,15,9.172,1,1,,0,1065.0,34.98685939553219,1,0,0,0.15564490654500812
100042,2025-05-07,Manufacturing,Small Business,West,Basic,Paid Search,141.54,47.18,0,0,0,3,20.0,12.0,3.3333333333333335,21.013333333333332,0,2,16.185,0,0,2025-07-15,1,69.0,2.266754270696452,0,1,1,0.7403848154448964
100043,2025-07-27,Manufactoring,Small Business,West,Basic,Referral,263.1,43.85,0,0,0,6,20.0,10.666666666666666,2.5,15.526666666666666,31,1,9.45,0,1,,0,157.0,5.157687253613666,0,1,1,0.6993107053960648
100044,2023-01-27,Professional Services,Small Business,South,Basic,Direct,1804.13,50.11472222222223,0,1,0,36,14.722222222222221,10.083333333333334,3.6666666666666665,20.989722222222223,0,19,14.293157894736842,1,1,,0,1069.0,35.11826544021025,1,0,0,0.29689648897630744
100045,2023-06-01,Retail,Mid-Market,Midwest,Pro,Organic Search,6960.2,224.5225806451613,0,0,0,31,27.35483870967742,16.64516129032258,6.633333333333334,26.26967741935484,13,8,23.755,1,1,,0,944.0,31.011826544021023,0,0,0,0.23051916483280224
100046,2024-02-07,Education,Small Business,South,Basic,Paid Search,475.84000000000003,39.653333333333336,0,0,0,12,17.416666666666668,11.083333333333334,3.3,18.330833333333334,0,5,11.876000000000001,0,0,2025-01-20,1,348.0,11.432325886990801,0,1,1,0.7110859853876157
100047,2025-07-02,Professional Services,Enterprise,Northeast,Basic,Partner,1410.53,235.08833333333334,0,0,0,6,25.166666666666668,14.5,5.333333333333333,24.186666666666667,27,3,18.796666666666667,0,1,,0,182.0,5.978975032851511,0,1,0,0.3825406850015234
100048,2025-06-26,Retail,Small Business,Northeast,Pro,Partner,881.5699999999999,125.93857142857142,0,0,1,7,27.714285714285715,17.571428571428573,5.285714285714286,22.81857142857143,32,1,24.37,1,1,,0,188.0,6.176084099868594,0,2,1,0.6191955961759833
100049,2024-09-21,Finance,Small Business,Midwest,Enterprise,Direct,8800.35,550.021875,0,0,1,16,24.6875,15.6875,8.5625,27.94875,26,3,23.22,1,1,,0,466.0,15.308804204993429,0,2,0,0.19210190118725592
100050,2025-11-10,Manufacturing,Mid-Market,West,Pro,Referral,489.45,244.725,0,0,0,2,22.5,19.0,7.5,29.729999999999997,30,1,22.43,1,1,,0,51.0,1.6754270696452036,0,2,0,0.313140783790076
100051,2023-02-14,Healthcare,Small Business,Northeast,Enterprise,Direct,17940.43,512.5837142857143,0,0,0,35,27.257142857142856,17.285714285714285,8.029411764705882,28.18057142857143,28,16,12.7775,0,1,,0,1051.0,34.526938239159,1,3,0,0.07594108217132516
100052,2025-01-05,Professional Services,Small Business,International,Enterprise,Paid Search,5960.98,496.7483333333333,0,0,1,12,27.916666666666668,14.333333333333334,7.583333333333333,26.309166666666666,16,1,5.97,0,1,,0,360.0,11.826544021024967,0,2,0,0.3028437706195963
100053,2025-11-13,Finance,Small Business,West,Basic,Organic Search,104.63,52.315,0,0,0,2,19.0,17.0,2.5,19.965000000000003,20,2,13.415,2,1,,0,48.0,1.5768725361366622,0,1,0,0.4068953825091955
100054,2023-01-16,Retail,Small Business,West,Basic,Partner,1625.3,45.14722222222222,0,0,0,36,16.083333333333332,9.777777777777779,3.361111111111111,19.56361111111111,18,12,15.784999999999998,1,1,,0,1080.0,35.4796320630749,1,0,0,0.3082388421873995
100055,2025-12-01,Retail,Small Business,Northeast,Basic,Direct,38.08,38.08,0,0,0,1,31.0,18.0,0.0,1.0,31,0,0.0,0,1,,0,30.0,0.9855453350854139,0,1,0,0.12545941155957854
100056,2025-03-17,Healthcare,Enterprise,South,Pro,Paid Search,6359.27,635.927,0,0,0,10,31.7,16.5,6.6,28.088,40,8,10.385,1,1,,0,289.0,9.494086727989487,0,2,0,0.16783473923461317
100057,2023-10-30,Retail,Small Business,West,Basic,Direct,1208.16,44.74666666666667,0,0,0,27,14.925925925925926,8.518518518518519,2.888888888888889,19.855555555555558,10,10,22.839,1,1,,0,793.0,26.05124835742444,1,0,1,0.5818703704970747
100058,2023-08-24,Healthcare,Small Business,West,Pro,Direct,2000.16,142.86857142857144,0,0,0,14,21.428571428571427,13.785714285714286,5.928571428571429,25.210714285714285,0,2,20.98,0,0,2024-09-09,1,382.0,12.54927726675427,0,1,1,0.5477444320264335
100059,2025-02-25,Healthcare,Enterprise,West,Basic,Paid Search,2657.25,241.5681818181818,0,0,0,11,30.90909090909091,21.454545454545453,4.909090909090909,24.232727272727274,16,12,13.268333333333333,7,1,,0,309.0,10.151116951379763,1,2,0,0.31832211487268647
100060,2024-04-26,Technology,Small Business,Northeast,Pro,Organic Search,3055.54,145.50190476190477,0,0,0,21,19.80952380952381,11.619047619047619,5.45,25.603809523809527,23,10,17.759999999999998,1,1,,0,614.0,20.17082785808147,1,0,0,0.40747977556506204
100061,2024-10-09,Finance,Mid-Market,South,Basic,Partner,1505.42,100.36133333333333,0,0,0,15,19.2,12.866666666666667,4.066666666666666,24.568666666666665,17,5,21.398000000000003,1,1,,0,448.0,14.71747700394218,0,1,1,0.6097069407298167
100062,2023-05-07,Manufactoring,Mid-Market,West,Pro,Paid Search,7623.67,238.2396875,0,0,0,32,24.46875,15.59375,6.3,23.8890625,18,8,20.655,1,1,,0,969.0,31.83311432325887,0,0,0,0.1652196883905774
100063,2025-01-21,Technology,Small Business,West,Basic,Paid Search,648.28,54.02333333333333,0,0,1,12,16.416666666666668,10.0,2.5833333333333335,14.660833333333334,28,7,11.075000000000001,2,1,,0,344.0,11.300919842312746,0,1,1,0.7071262704817756
100064,2025-08-15,Technology,Mid-Market,South,Basic,Paid Search,478.61,95.72200000000001,0,0,0,5,24.2,15.4,6.6,18.794,20,2,8.12,2,1,,0,138.0,4.533508541392904,0,2,1,0.5665637532840596
100065,2024-10-20,Technology,Small Business,International,Pro,Referral,631.94,157.985,0,0,0,4,25.25,14.0,5.75,18.35,0,0,0.0,0,0,2025-01-13,1,85.0,2.7923784494086727,0,1,1,0.5873931027513412
100066,2024-01-02,Manufacturing,Small Business,South,Pro,Organic Search,3086.13,128.58875,0,0,0,24,21.541666666666668,13.666666666666666,5.541666666666667,21.76625,10,8,12.7525,1,1,,0,729.0,23.94875164257556,0,0,0,0.3875627627679878
100067,2023-01-21,Professional Services,Small Business,West,Basic,Paid Search,779.0,51.93333333333333,0,0,0,15,15.6,11.6,2.7857142857142856,19.55,0,7,16.505714285714287,0,0,2024-03-01,1,405.0,13.304862023653088,0,1,1,0.7132156200330306
100068,2024-02-15,Education,Mid-Market,International,Basic,Direct,1785.83,77.64478260869565,0,0,0,23,22.608695652173914,14.304347826086957,4.454545454545454,20.92782608695652,28,4,9.576666666666666,1,1,,0,685.0,22.503285151116952,0,0,1,0.5439067432303601
100069,2024-04-12,Technology,Small Business,Northeast,Basic,Social,1183.54,56.359047619047615,0,1,1,21,13.714285714285714,8.80952380952381,3.5714285714285716,21.345238095238095,13,16,10.25,5,1,,0,628.0,20.630749014454665,1,0,1,0.5654738724122723
100070,2024-09-09,Technology,Mid-Market,Northeast,Pro,Organic Search,4285.27,267.829375,0,1,1,16,25.8125,15.8125,7.3125,28.928124999999998,3,6,7.73,3,1,,0,478.0,15.703022339027594,0,2,0,0.34080300029571436
100071,2025-02-09,Retail,Small Business,West,Basic,Paid Search,506.0,46.0,0,0,0,11,14.818181818181818,12.818181818181818,3.909090909090909,18.586363636363636,3,3,10.136666666666667,1,1,,0,325.0,10.676741130091983,0,1,1,0.6984019806810372
100072,2023-04-28,Technology,Mid-Market,South,Basic,Partner,1006.35,100.635,0,0,0,10,19.2,14.5,3.0,17.151,0,5,17.872,0,0,2024-01-22,1,269.0,8.83705650459921,0,1,1,0.6587982345041554
100073,2025-10-15,Healthcare,Mid-Market,Northeast,Basic,Social,306.93,102.31,0,0,0,3,16.0,9.666666666666666,3.3333333333333335,12.993333333333332,13,1,1.34,1,1,,0,77.0,2.5295663600525624,0,1,1,0.5818573771973639
100074,2025-09-16,Professional Services,Mid-Market,South,Pro,Organic Search,986.1800000000001,246.54500000000002,0,0,0,4,30.0,24.5,6.25,25.8425,38,1,1.45,1,1,,0,106.0,3.4822601839684624,0,2,0,0.40753487652164744
100075,2025-04-23,Education,Small Business,Midwest,Pro,Organic Search,1066.28,118.47555555555556,0,0,0,9,24.555555555555557,19.0,6.555555555555555,24.825555555555557,24,1,8.38,0,1,,0,252.0,8.278580814717477,0,2,1,0.5770170468188253
100076,2024-02-29,Education,Small Business,International,Basic,Referral,553.56,42.58153846153846,0,0,0,13,18.76923076923077,12.692307692307692,3.076923076923077,18.373076923076923,0,6,27.03,0,0,2025-02-02,1,339.0,11.136662286465176,0,1,1,0.7220086459951534
100077,2025-07-05,Healthcare,Mid-Market,International,Pro,Organic Search,1562.81,260.4683333333333,0,0,0,6,26.0,15.833333333333334,6.5,21.881666666666664,37,2,8.955,2,1,,0,179.0,5.88042049934297,0,2,0,0.4422058594362563
100078,2023-04-16,Education,Small Business,South,Basic,Direct,174.99,43.7475,0,0,0,4,23.25,17.25,4.25,21.1475,0,1,9.9,0,0,2023-07-16,1,91.0,2.9894875164257555,0,1,1,0.7101547915264781
100079,2023-04-22,Finance,Small Business,South,Enterprise,Partner,18364.51,556.500303030303,0,0,1,33,27.636363636363637,18.575757575757574,7.787878787878788,27.704242424242423,17,10,14.292000000000002,1,1,,0,984.0,32.32588699080158,1,3,0,0.08745352917064454
100080,2025-03-11,Manufactoring,Mid-Market,South,Enterprise,Paid Search,8893.72,889.372,0,1,1,10,33.4,20.1,8.6,27.293,26,1,17.68,0,1,,0,295.0,9.69119579500657,0,2,0,0.05065275823030882
100081,2023-11-21,Finance,Small Business,West,Basic,Organic Search,424.33,53.04125,0,0,0,8,18.75,11.625,5.285714285714286,19.2175,0,2,14.870000000000001,0,0,2024-06-01,1,193.0,6.340341655716163,0,1,1,0.6944621241930636
100082,2023-11-14,Retail,Mid-Market,Northeast,Pro,Organic Search,5815.69,223.6803846153846,0,0,0,26,26.46153846153846,14.76923076923077,6.961538461538462,25.335384615384616,25,6,8.375,0,1,,0,778.0,25.558475689881732,0,2,0,0.3174312545308862
100083,2024-07-17,Finance,Small Business,Midwest,Pro,Paid Search,423.9,141.29999999999998,0,0,0,3,22.0,7.666666666666667,6.666666666666667,33.88666666666666,0,0,0.0,0,0,2024-09-04,1,49.0,1.609724047306176,0,1,1,0.557568571141066
100084,2025-11-12,Education,Small Business,South,Basic,Social,79.08,39.54,0,0,0,2,11.0,3.5,2.0,21.79,7,1,27.11,1,1,,0,49.0,1.609724047306176,0,1,0,0.317705346486455
100085,2023-02-23,Retail,Small Business,Midwest,Basic,Partner,1597.61,45.645999999999994,0,0,0,35,13.314285714285715,8.771428571428572,3.942857142857143,21.565142857142856,6,15,17.68,1,1,,0,1042.0,34.23127463863337,1,0,0,0.32671469985382934
100086,2025-10-05,Professional Services,Small Business,West,Basic,Organic Search,149.75,49.916666666666664,0,0,1,3,10.0,4.666666666666667,3.3333333333333335,21.78,14,0,0.0,0,1,,0,87.0,2.8580814717477003,0,1,1,0.599195995982245
100087,2023-11-01,Finance,Enterprise,Midwest,Basic,Partner,6514.29,250.54961538461538,0,0,0,26,25.384615384615383,15.615384615384615,5.730769230769231,24.791923076923077,13,22,18.889545454545456,4,1,,0,791.0,25.985545335085412,1,0,0,0.12289961067102967
100088,2024-02-15,Retail,Small Business,Midwest,Basic,Organic Search,1039.82,45.2095652173913,0,0,0,23,22.17391304347826,14.173913043478262,3.4347826086956523,20.667391304347824,14,8,18.3,1,1,,0,685.0,22.503285151116952,0,0,1,0.611524125363029
100089,2025-11-20,Healthcare,Small Business,West,Enterprise,Direct,1087.0100000000002,543.5050000000001,0,0,0,2,25.0,14.0,9.5,30.89,35,0,0.0,0,1,,0,41.0,1.3469119579500657,0,2,0,0.22611808222991361
100090,2024-03-23,Technology,Mid-Market,West,Pro,Paid Search,5916.43,268.9286363636364,0,0,0,22,23.818181818181817,16.545454545454547,7.181818181818182,25.208636363636366,20,7,20.181428571428572,1,1,,0,648.0,21.28777923784494,0,2,0,0.337186891053061
100091,2024-07-21,Healthcare,Small Business,Northeast,Pro,Paid Search,2481.36,137.85333333333335,0,0,0,18,21.166666666666668,14.5,5.647058823529412,23.06888888888889,30,11,14.49,4,1,,0,528.0,17.345597897503286,1,0,1,0.5125554906142513
100092,2025-01-19,Technology,Small Business,Midwest,Basic,Social,625.35,52.112500000000004,0,0,0,12,15.833333333333334,10.0,3.6666666666666665,21.372500000000002,9,1,11.09,0,1,,0,346.0,11.366622864651774,0,1,1,0.6937907366807942
100093,2023-09-05,Education,Small Business,Midwest,Basic,Paid Search,1164.8600000000001,41.60214285714286,0,1,0,28,19.714285714285715,12.678571428571429,3.7777777777777777,20.53642857142857,23,7,10.984285714285715,0,1,,0,848.0,27.8580814717477,0,0,1,0.5816250745941018
100094,2024-03-13,Education,Small Business,South,Basic,Social,950.3199999999999,43.196363636363635,0,2,1,22,20.0,13.454545454545455,4.136363636363637,21.01181818181818,19,9,23.62777777777778,1,1,,0,658.0,21.616294349540077,1,0,1,0.6051492551266697
100095,2023-05-24,Retail,Small Business,West,Enterprise,Organic Search,15061.47,470.6709375,0,1,1,32,28.71875,18.34375,7.758620689655173,28.88125,25,4,10.96,1,1,,0,952.0,31.274638633377133,0,2,0,0.1181136196214676
100096,2023-11-19,Manufacturing,Small Business,Midwest,Basic,Partner,505.36,45.941818181818185,0,0,0,11,21.272727272727273,12.181818181818182,4.545454545454546,23.348181818181818,0,6,16.546666666666667,0,0,2024-09-25,1,311.0,10.21681997371879,0,1,1,0.6940482014943962
100097,2025-03-25,Technology,Small Business,South,Basic,Organic Search,552.75,55.275,0,0,0,10,14.5,13.0,2.6,17.225,28,4,7.300000000000001,1,1,,0,281.0,9.231274638633376,0,1,1,0.6885940516177997
100098,2024-06-16,Retail,Mid-Market,West,Pro,Organic Search,4280.83,225.30684210526314,0,1,0,19,26.894736842105264,16.263157894736842,6.5,24.977894736842103,24,2,25.5,1,1,,0,563.0,18.495400788436267,0,2,0,0.371710502311288
100099,2025-09-16,Professional Services,Enterprise,Northeast,Enterprise,Paid Search,9402.57,2350.6425,0,0,0,4,44.25,25.0,10.75,32.9475,54,2,6.33,1,1,,0,106.0,3.4822601839684624,0,3,0,0.02433364177189704
100100,2024-02-10,Retail,Mid-Market,South,Enterprise,Paid Search,19775.65,859.8108695652174,0,0,0,23,32.26086956521739,19.82608695652174,8.608695652173912,30.213478260869564,32,2,20.425,1,1,,0,690.0,22.667542706964518,0,3,0,0.043015097766058843
100101,2024-07-05,Finance,Small Business,West,Pro,Organic Search,2457.39,136.52166666666665,0,0,0,18,23.333333333333332,14.666666666666666,5.235294117647059,23.581666666666663,21,7,15.23142857142857,1,1,,0,544.0,17.871222076215506,0,0,1,0.5237943240760833
100102,2023-09-13,Education,Mid-Market,South,Pro,Direct,5816.02,207.715,0,3,0,28,24.964285714285715,17.142857142857142,6.730769230769231,26.060357142857146,8,12,21.145,1,1,,0,840.0,27.59526938239159,1,0,0,0.28310653626131466
100103,2024-03-18,Healthcare,Mid-Market,International,Enterprise,Social,21375.71,971.6231818181818,0,0,0,22,33.72727272727273,22.181818181818183,8.727272727272727,27.03227272727273,30,7,14.531666666666666,3,1,,0,653.0,21.45203679369251,0,3,0,0.011021563600627412
100104,2023-03-24,Technology,Small Business,,Pro,Direct,4882.82,143.61235294117645,0,1,1,34,21.941176470588236,13.5,5.0,22.171764705882353,23,8,17.695,1,1,,0,1013.0,33.27858081471748,0,0,0,0.3118845465874631
100105,2024-02-19,Healthcare,Enterprise,Northeast,Pro,Paid Search,14570.01,633.4786956521739,0,1,0,23,31.695652173913043,18.26086956521739,8.0,25.651304347826088,11,24,16.9,1,1,,0,681.0,22.371879106438897,1,3,0,0.0321676024294713
100106,2025-07-25,Retail,Small Business,West,Pro,Paid Search,785.0,130.83333333333334,0,0,0,6,18.166666666666668,12.166666666666666,4.166666666666667,14.19,18,1,4.28,0,1,,0,159.0,5.223390275952694,0,1,1,0.6284532866413804
100107,2024-04-12,Technology,Mid-Market,South,Pro,Partner,5642.5,268.6904761904762,0,0,0,21,25.571428571428573,15.714285714285714,6.857142857142857,26.02904761904762,33,4,15.459999999999999,0,1,,0,628.0,20.630749014454665,0,2,0,0.3361482458923936
100108,2025-10-01,Technology,Small Business,South,Enterprise,Referral,1780.5700000000002,593.5233333333334,0,0,0,3,26.666666666666668,23.0,6.0,18.330000000000002,16,0,0.0,0,1,,0,91.0,2.9894875164257555,0,2,0,0.2669535271747645
100109,2024-03-01,Education,Enterprise,Northeast,Basic,Partner,4311.32,195.9690909090909,0,0,0,22,27.181818181818183,16.0,6.5,23.778636363636362,36,27,14.843599999999999,6,1,,0,670.0,22.010512483574242,1,0,0,0.10236796557161353
100110,2025-09-19,Technology,Enterprise,West,Basic,Paid Search,1022.1800000000001,255.54500000000002,0,0,0,4,31.25,22.0,6.0,23.2125,48,3,21.066666666666666,3,1,,0,103.0,3.383705650459921,0,2,0,0.3586799132785819
